Price,Price_Change
61562.64532550036,0.013378609386993867
60317.09697945116,-0.02023220963725003
60864.44316193428,0.009074478214188275
62734.39383945474,0.030723203571341617
62819.82226921849,0.0013617479110801245
62042.5650371006,-0.012372802151316309
60244.68076433092,-0.02897823891862894
57189.17412408636,-0.050718280875240884
56739.86285107204,-0.007856579149743137
58230.4841542266,0.02627114744825998
55880.3753776708,-0.04035873667701961
56665.14073352028,0.014043666502696173
57988.30351208401,0.023350560175720236
57704.20228446288,-0.004899285035333434
57388.19247916668,-0.005476374211680013
57899.28895749592,0.008905951838695358
59152.71913887286,0.021648455515526077
60942.32773996293,0.03025403780489966
64835.48973321571,0.06388272548210927
65162.23625234354,0.005039624447541247
64136.31384360687,-0.015744125244010032
63959.56900809379,-0.002755768533003966
66689.54880734957,0.04268289861225161
67206.06470614894,0.007745080121796422
68088.13996324532,0.013124935390178782
67607.71339918874,-0.007055950776683417
65942.41746522837,-0.02463174466687923
65403.53513022529,-0.00817201364034359
65749.96361965332,0.005296785391466274
67920.2964857025,0.03300888314713002
68055.40838968738,0.001989271410399507
68242.2474440493,0.0027453961232892787
66770.32091848266,-0.02156913906995006
66219.05102486102,-0.00825621153288536
64679.77864703252,-0.023245159119701042
65357.52960767435,0.010478560298426753
61407.29547397454,-0.060440383187860935
60738.7449250574,-0.010887151823849361
58006.206586686734,-0.044988389894164094
53956.26184159744,-0.06981916217942807
55959.84107399357,0.03713339590274356
55099.95181146735,-0.015366184857266152
61859.03159904161,0.12266943192076574
60912.588533350805,-0.015299998096081957
60887.70861641504,-0.00040845279333590057
58804.23449992608,-0.03421830388813907
59350.07433270696,0.009282321884175992
60601.22317789727,0.02108083029814889
58739.19382231015,-0.030725936836638712
57624.11692852191,-0.018983523968024274
58881.92579151217,0.021827820191161917
59430.79163445865,0.009321465552772246
58438.29374268541,-0.01670006177736616
59574.94581294088,0.019450466422930912
59060.12610074137,-0.008641547301041497
61144.68762866613,0.03529558207121042
60387.54062321362,-0.01238287469960897
64049.68561555576,0.06064404932785705
64157.1606134782,0.0016779941523450415
64265.81631272862,0.0016935864712752657
62922.58634676265,-0.02090115776993451
59526.560879590994,-0.05397148566742571
59015.29633887944,-0.008588847283580336
59351.5794909728,0.005698237117413463
59156.24603646356,-0.003291124788666222
58960.23658664587,-0.0033134193420061298
57357.71617282246,-0.027179680859461985
59108.73235863689,0.030527996974958116
57504.53858622044,-0.02713970860824999
57987.84601410068,0.008404683173930394
56132.4047320886,-0.03199707196506141
53923.35611071905,-0.03935424879644844
54150.9383589072,0.004220476331644907
54792.40755768575,0.0118459479783517
57049.11875114327,0.04118656751999161
57624.16178336144,0.010079788168623427
57381.76444500048,-0.004206522591551964
58106.95122981528,0.012637931088889331
60620.62747295754,0.04325947567272248
60003.29940083042,-0.010183465560505756
59214.80226801806,-0.013140896262138768
58211.123231286256,-0.0169497996833452
60317.0319794625,0.03617708491569527
61440.41208494509,0.01862459190407595
62966.52931910512,0.024838981093584955
63128.224540748255,0.0025679551245978427
63403.40234925936,0.004359029744824827
63582.59956924825,0.00282630290093544
63327.02654450202,-0.004019543498970712
64334.14274876097,0.01590341848043697
63151.89959401337,-0.018376605395435508
65130.76884023231,0.03133507082036435
65791.00212541742,0.010137041170275252
65934.10709441357,0.002175144995106626
65663.68986662335,-0.004101325394503363
63243.27532464382,-0.0368607756721544
60872.66854372554,-0.037483934359018534
60655.55979196848,-0.003566604799017492
60727.86395169296,0.001192045048672652
62103.01047283253,0.02264440788224431
62091.932585194016,-0.0001783792372410664
62811.79972811266,0.011593569614392951
62287.39010510681,-0.008348902997140861
62185.230423727575,-0.0016401342423698617
60597.15045618275,-0.025537896325601883
60195.18073772453,-0.006633475591379279
62392.34048293159,0.03650059221153068
63207.77062127557,0.013069394929447364
62829.533686088886,-0.005984025879554933
66049.99492708022,0.05125712466817767
66962.21994496793,0.013811129264957867
67647.54414766871,0.010234490482304848
67328.10527002988,-0.004722106052239328
68465.61920668735,0.016895083146856615
68388.87128965274,-0.0011209701734079536
68962.82918045693,0.008392562707655538
67394.85775735618,-0.022736471831771854
67351.04793512498,-0.0006500469574240997
66683.96806542306,-0.009904521015685952
67089.01141609807,0.006074073910503186
